,content,like_count,comment_count,date
343,"At Slalom, our client’s community is our community. Grateful for the opportunity to work with clients like Cascade Designs who are making up to 20,000 masks a day for a not-for-profit health system.

If you're curious about its regular business and our work together, learn more here:
…see more
Cascade Designs
4,763 followers
9mo • Edited9 monthsIn support of the medical staff fighting to protect our health, our Cascade Designs family of brands is shifting our Seattle manufacturing to produce ASTM Level 1 masks. Once at full production, we’ll be delivering up to 20,000 masks a day for 51 hospitals in the Providence Health & Services network. We’re grateful to have a team of highly skilled and incredible sewers who have shifted their priorities to respond to the critical need.

We began production on March 31, at which time we were making more than 1,000 masks per day. We hope to reach full capacity in the coming weeks, producing up to 20,000 masks each day. Our Seattle manufacturing allows us to respond quickly to the growing demand for Personal Protective Equipment (PPE). We’re equipped to manufacture ASTM Level 1 medical masks, which provide basic bacterial filtration and sub-micron particulate protection for general medical use.

The materials for the masks are being provided by , which aims to help produce 100 million masks in response to the COVID-19 crisis. We’re humbled to join their efforts to meet the needs of the heroic healthcare community. Photo credit:
…see more
Activate link to view larger image.
",22,0,9mo •
344,"For retailers, the recent rapid global changes present both challenges and opportunities. Here's how to focus on protecting your employees, customers, and brand through unprecedented times: https://bddy.me/2V6tWNm


Written by Slalom experts and .
…see more
This is a rallying cry for retail
medium.com
",11,0,
345,"The pandemic has pushed every business into #digitaltransformation and #IoT strategy. Apply this enterprise framework by Laura Merling from Slalom Strategy for success on this essential journey: https://slalom.ws/34kSSoJ
The five pillars of a digital transformation strategy | Slalom
slalom.com • 3 min read
",25,0,
346,"Shifting to serverless reduces time spent on managing your infrastructure, freeing up your development team to focus on delivering data products to customers faster. Learn more in our webinar with Amazon Web Services (AWS): https://bddy.me/3b3s1QN
…see more
Amazon Web Services (AWS) - Cloud Computing Services
pages.awscloud.com • 1 min read
",44,0,
347,"As the world faces a common foe, The Slowdown has been exploring how this extraordinary moment can be an opportunity to embrace our shared humanity and build a more compassionate world. In that spirit, we asked Lindsey Danis to talk about their own experience as a gender non-conforming job seeker, and offer some guidance for how we can do better:
…see more
Activate link to view larger image.
",35,0,9mo •
348,"Data trusts can be used to exchange highly accurate, sometimes sensitive data with embedded safeguards, accountability, and security. Could this be a #publichealth solution to help flatten the curve? Learn more on the Slalom Business Blog:
https://slalom.ws/3aOyQFE

Written by Slalom's own , research strategist and , solution principal.
…see more
Public Health Solutions to Combat COVID-19 in the US
medium.com
",21,0,
349,"While we’re humbled to be named a Google Cloud Breakthrough Partner of the Year, we’re even more proud of how we’ve partnered to support clients during this time. Regardless of where you’re at in your cloud journey, we’re here to help. If there’s anything we can do to support you or your business more, please reach out. Learn more about the announcement here:
…see more
Activate link to view larger image.
",187,3,
350,"When someone loses one of their five senses, the brain can tune and strengthen the remaining. Here’s how businesses can heighten their digital senses and rewire themselves for resiliency when they lose physical stores:
https://slalom.ws/3dTxcEF

Written by Slalom experts and .
…see more
Heightening Your Digital Senses
medium.com
",17,0,
351,"""Social distancing"" has us reaching for our phones and social media to connect in new ways. If you're struggling with digital overload as a result, a #digitaldetox this weekend might help: https://slalom.ws/2UDwHqG
This Is Your Brain off Social Media
medium.com • 4 min read
",28,2,9mo •
352,"The COVID-19 pandemic is highlighting the need for agility in global supply chains. Harshad Kanvinde, Slalom strategy and supply chain practice leader, spoke to CEOs from Flexport, Convoy Inc, and FLEXE on the future of freight. Check out the panel recording here: https://lnkd.in/gmhhDhJ
…see more
Future of Freight and Logistics: CEOs Discuss COVID-19 & Its Impact on…
youtube.com
",57,0,
353,"As we lead our teams during uncertain times, it’s more important than ever to stick to our core values, like “do the right thing, always.” Slalom Westchester and Southern Connecticut general manager Marc Raderman reflects on emotional intelligence and creating a supportive, empathetic culture in our new Q&A:
…see more
Activate link to view larger image.
",72,0,
354,"Our top priority is the well-being of our people and their families, our partners, and the communities across the globe where we work and live. We created a free guide and hope it helps your teams stay safe, connected, and productive while working remotely.

If you're reading this on your desktop, click the link to directly download: .

Mobile version can be found on our website:
…see more
Click to download
slalom.ws
",104,3,
355,"With so many small businesses struggling, it gives us hope to hear about those that have gotten creative and rapidly adapted like never before. As a way to keep spirits up, we put together 3 ideas to help your business adapt during challenging times: https://slalom.ws/39nJz8s
…see more
Adapting your small business during unprecedented times
medium.com
",44,1,9mo •
356,"“Growing up, I saw firsthand the challenges low-income women and mothers face when transitioning their careers.” - Maya Peterson, Slalom consultant and Salesforce MVP. Two things Maya learned growing up: not everyone has family resources and not everyone has connections they can lean on. Read more on how she piloted a free 10-week program to prepare women for the Salesforce Certification exam using Trailhead (Salesforce’s free online learning tool):
…see more
Geek of the Week: Slalom's Maya Peterson is a Salesforce force for women entering tech
geekwire.com
",35,2,
357,"NEW on the Slowdown: Too often, we see racism and scapegoating in times of disaster. Instead, let #covid19 be a call to our higher selves. Read more here: https://slalom.ws/3bwbMeQ
Let COVID-19 Be a Call to Our Higher Selves
medium.com
",165,7,9mo •
358,"Diane Nguyen is the first female at Slalom to complete all 5 Amazon Web Services (AWS) certifications, earning her the title of Cloudiator! We're always proud of our people, but during trying times it's especially important to celebrate and recognize their amazing feats. Congratulations Diane!
…see more
Activate link to view larger image.
",747,31,
359,"Managers, if you’re shifting to #remotework, you're probably thinking about how to best lead your team through the day-to-day. Here are 10 things you can start doing now: https://slalom.ws/2IW6gWz
10 tips for managers to lead teams through the coronavirus crisis
medium.com • 7 min read
",118,0,9mo •
360,"Being an impactful leader is always important, but in trying times, it's essential to support your employees and respond to their needs. Slalom's own Scott Smith and Dan Kapcar share 10 leadership tips on the Slalom Business blog: https://slalom.ws/3b7j8VG
…see more
Be the Leader You Want to Be: 10 Principles to Put Your People First
medium.com
",43,2,
361,"Neem Serra is not only an active speaker, leader, conference organizer, published author, and mentor—she also happens to be the Google Women TechMakers mentor for all of North America! Check out Google's profile of her in their #IWD2020 Tech Trailblazers article: https://bddy.me/2WqndjM
…see more
Celebrating International Women's Day with 20 tech trailblazers
developers.googleblog.com • 1 min read
",55,1,
